user_id,generation,country,subscription_status,registration_cohort,tenure_years,tenure_year_group,active_score,reactive_score,total_engagement_score,daily_active_hours_group,days_since_last_login,inactivity_by_tenure,status
77778,Gen Z,Canada,Free,2013–2015 Growth,12,10+ years,0.38114,0.58543,0.96657,2–4 hours,131,0.02991, Recently active
517443,Gen X,India,Free,2016–2018 Expansion,8,8–10 years,0.19330,0.26362,0.45692,1–2 hours,152,0.05205, Recently active
305826,Millennials,South Korea,Free,2022–2025 Mature,1,< 2 years,0.11898,0.15362,0.27260,<1 hour,361,0.98904,Likely churned
682376,Gen Z,Japan,Free,2010–2012 Early adopters,14,10+ years,0.20107,0.19190,0.39298,<1 hour,198,0.03875, Recently active
878318,Millennials,United Kingdom,Free,2019–2021 Monetization,5,5–7 years,0.39836,0.62352,1.02188,4–6 hours,86,0.04712, Recently active
1357937,Millennials,India,Free,2016–2018 Expansion,10,8–10 years,0.35184,0.54495,0.89680,2–4 hours,162,0.04438, Recently active
907423,Gen X,India,Free,2013–2015 Growth,13,10+ years,0.29991,0.41057,0.71048,2–4 hours,267,0.05627, Recently active
1538502,Gen Z,United Kingdom,Free,2019–2021 Monetization,7,5–7 years,0.33908,0.58067,0.91974,2–4 hours,40,0.01566, Recently active
206543,Gen X,Japan,Free,2022–2025 Mature,1,< 2 years,0.29768,0.54143,0.83911,2–4 hours,170,0.46575,Active
912530,Gen X,Germany,Business,2016–2018 Expansion,8,8–10 years,0.20020,0.48724,0.68743,2–4 hours,331,0.11336, Recently active
1200706,Gen Z,United States,Free,2010–2012 Early adopters,15,10+ years,0.21786,0.34714,0.56501,1–2 hours,217,0.03963, Recently active
1547710,Millennials,Canada,Free,2013–2015 Growth,13,10+ years,0.20869,0.25219,0.46088,1–2 hours,337,0.07102, Recently active
1288412,Gen Z,South Korea,Premium,2016–2018 Expansion,9,8–10 years,0.43432,0.74448,1.17879,4–6 hours,291,0.08858, Recently active
234529,Millennials,United States,Business,2013–2015 Growth,13,10+ years,0.45017,0.71638,1.16655,4–6 hours,90,0.01897, Recently active
1344156,Gen X,United Kingdom,Free,2016–2018 Expansion,10,8–10 years,0.40890,0.64048,1.04938,4–6 hours,93,0.02548, Recently active
163112,Gen X,Other,Free,2019–2021 Monetization,5,5–7 years,0.44210,0.69771,1.13982,4–6 hours,63,0.03452, Recently active
1208842,Gen Z,Brazil,Free,2010–2012 Early adopters,14,10+ years,0.53223,0.73619,1.26842,4–6 hours,164,0.03209, Recently active
909897,Gen X,Brazil,Premium,2019–2021 Monetization,6,5–7 years,0.25519,0.39286,0.64804,2–4 hours,87,0.03973, Recently active
1101844,Boomers,India,Business,2013–2015 Growth,12,10+ years,0.28895,0.49190,0.78086,2–4 hours,292,0.06667, Recently active
1275917,Gen X,India,Free,2019–2021 Monetization,7,5–7 years,0.22312,0.34533,0.56845,2–4 hours,364,0.14247, Recently active
1199498,Millennials,Other,Free,2019–2021 Monetization,5,5–7 years,0.59820,0.87305,1.47125,6+ hours,215,0.11781, Recently active
247865,Millennials,United States,Free,2022–2025 Mature,3,2–4 years,0.14093,0.24762,0.38855,1–2 hours,79,0.07215, Recently active
283777,Boomers,India,Free,2019–2021 Monetization,6,5–7 years,0.29589,0.68390,0.97979,4–6 hours,142,0.06484, Recently active
1166920,Millennials,Brazil,Free,2013–2015 Growth,13,10+ years,0.25756,0.48829,0.74585,2–4 hours,163,0.03435, Recently active
377873,Millennials,Other,Free,2010–2012 Early adopters,16,10+ years,0.36076,0.68514,1.04591,4–6 hours,86,0.01473, Recently active
1076111,Gen Z,India,Free,2019–2021 Monetization,6,5–7 years,0.45920,0.75857,1.21777,4–6 hours,350,0.15982, Recently active
345842,Gen Z,United States,Free,2013–2015 Growth,13,10+ years,0.36505,0.43371,0.79877,2–4 hours,339,0.07144, Recently active
1075803,Millennials,United Kingdom,Free,2010–2012 Early adopters,14,10+ years,0.21880,0.37419,0.59299,2–4 hours,98,0.01918, Recently active
965385,Gen Z,Brazil,Business,2022–2025 Mature,4,2–4 years,0.21826,0.41429,0.63255,2–4 hours,124,0.08493, Recently active
857869,Gen Z,Brazil,Free,2019–2021 Monetization,7,5–7 years,0.29880,0.50552,0.80433,2–4 hours,359,0.14051, Recently active
877132,Gen X,United States,Free,2010–2012 Early adopters,14,10+ years,0.40851,0.62771,1.03622,4–6 hours,244,0.04775, Recently active
1277554,Boomers,United States,Premium,2013–2015 Growth,12,10+ years,0.15468,0.22333,0.37801,<1 hour,327,0.07466, Recently active
1348574,Gen X,United States,Premium,2010–2012 Early adopters,16,10+ years,0.27659,0.50343,0.78002,2–4 hours,90,0.01541, Recently active
494609,Gen X,United States,Free,2016–2018 Expansion,9,8–10 years,0.15274,0.22390,0.37664,1–2 hours,225,0.06849, Recently active
724177,Gen Z,Germany,Free,2010–2012 Early adopters,16,10+ years,0.44534,0.51610,0.96143,2–4 hours,110,0.01884, Recently active
36607,Gen Z,India,Free,2010–2012 Early adopters,15,10+ years,0.37784,0.43867,0.81650,2–4 hours,25,0.00457, Recently active
1127217,Gen Z,United States,Premium,2010–2012 Early adopters,16,10+ years,0.25200,0.55714,0.80915,2–4 hours,171,0.02928, Recently active
878553,Gen Z,Other,Free,2010–2012 Early adopters,16,10+ years,0.49059,0.74286,1.23344,4–6 hours,239,0.04092, Recently active
1488353,Millennials,United States,Free,2016–2018 Expansion,10,8–10 years,0.27937,0.41848,0.69785,2–4 hours,311,0.08521, Recently active
1272691,Boomers,India,Free,2022–2025 Mature,3,2–4 years,0.29572,0.51810,0.81381,2–4 hours,269,0.24566,Active
1312578,Gen Z,India,Free,2016–2018 Expansion,9,8–10 years,0.28090,0.48171,0.76261,2–4 hours,346,0.10533, Recently active
1121171,Millennials,Brazil,Free,2019–2021 Monetization,5,5–7 years,0.12010,0.31657,0.43667,1–2 hours,345,0.18904, Recently active
455965,Millennials,Japan,Free,2010–2012 Early adopters,15,10+ years,0.47402,0.70676,1.18079,4–6 hours,21,0.00384, Recently active
160122,Gen X,Other,Free,2022–2025 Mature,1,< 2 years,0.17467,0.28267,0.45734,1–2 hours,226,0.61918,At risk
643600,Gen Z,Other,Free,2013–2015 Growth,11,10+ years,0.40366,0.72590,1.12957,4–6 hours,214,0.05330, Recently active
992379,Gen X,Brazil,Free,2019–2021 Monetization,6,5–7 years,0.45651,0.71924,1.17575,4–6 hours,168,0.07671, Recently active
1311494,Gen Z,United States,Free,2019–2021 Monetization,5,5–7 years,0.11857,0.30562,0.42419,1–2 hours,85,0.04658, Recently active
988811,Gen Z,India,Free,2016–2018 Expansion,10,8–10 years,0.24118,0.38781,0.62899,1–2 hours,198,0.05425, Recently active
996923,Gen X,United States,Premium,2010–2012 Early adopters,16,10+ years,0.32366,0.59676,0.92042,4–6 hours,288,0.04932, Recently active
1124990,Gen X,United States,Free,2010–2012 Early adopters,16,10+ years,0.42238,0.70076,1.12314,4–6 hours,203,0.03476, Recently active
90001,Gen Z,United States,Free,2010–2012 Early adopters,16,10+ years,0.22119,0.45010,0.67128,2–4 hours,356,0.06096, Recently active
706644,Gen X,India,Free,2013–2015 Growth,13,10+ years,0.22050,0.31505,0.53554,1–2 hours,57,0.01201, Recently active
742383,Gen Z,Brazil,Free,2019–2021 Monetization,7,5–7 years,0.55571,0.78571,1.34142,4–6 hours,270,0.10568, Recently active
1423416,Gen Z,United States,Premium,2019–2021 Monetization,5,5–7 years,0.32879,0.46543,0.79422,2–4 hours,46,0.02521, Recently active
778165,Boomers,United States,Free,2022–2025 Mature,4,2–4 years,0.19424,0.35200,0.54624,1–2 hours,209,0.14315, Recently active
9575,Gen Z,India,Free,2013–2015 Growth,13,10+ years,0.59262,0.79000,1.38262,4–6 hours,116,0.02445, Recently active
319187,Gen Z,India,Free,2016–2018 Expansion,8,8–10 years,0.24383,0.44838,0.69221,2–4 hours,124,0.04247, Recently active
93613,Boomers,Germany,Free,2022–2025 Mature,3,2–4 years,0.45642,0.70552,1.16194,4–6 hours,186,0.16986, Recently active
354272,Gen Z,Australia,Premium,2022–2025 Mature,2,2–4 years,0.44152,0.78429,1.22581,4–6 hours,199,0.27260,Active
1225286,Gen Z,Brazil,Free,2010–2012 Early adopters,16,10+ years,0.34009,0.48686,0.82695,2–4 hours,316,0.05411, Recently active
141874,Gen Z,Canada,Free,2016–2018 Expansion,10,8–10 years,0.15845,0.18295,0.34140,<1 hour,316,0.08658, Recently active
370142,Millennials,Canada,Business,2022–2025 Mature,3,2–4 years,0.41282,0.66933,1.08215,4–6 hours,68,0.06210, Recently active
1332064,Gen X,Australia,Free,2016–2018 Expansion,9,8–10 years,0.16271,0.26419,0.42690,1–2 hours,146,0.04444, Recently active
582630,Gen X,United States,Free,2019–2021 Monetization,7,5–7 years,0.39042,0.68724,1.07765,4–6 hours,92,0.03601, Recently active
1453839,Millennials,United States,Premium,2022–2025 Mature,1,< 2 years,0.18785,0.29619,0.48405,1–2 hours,32,0.08767, Recently active
1248175,Millennials,India,Free,2013–2015 Growth,11,10+ years,0.09926,0.22229,0.32154,1–2 hours,6,0.00149, Recently active
545248,Gen X,United Kingdom,Free,2016–2018 Expansion,8,8–10 years,0.25839,0.42010,0.67848,2–4 hours,243,0.08322, Recently active
661616,Gen X,Brazil,Free,2019–2021 Monetization,7,5–7 years,0.46446,0.56295,1.02741,4–6 hours,132,0.05166, Recently active
1536685,Boomers,India,Premium,2010–2012 Early adopters,14,10+ years,0.42053,0.75076,1.17129,4–6 hours,154,0.03014, Recently active
587757,Boomers,Germany,Free,2010–2012 Early adopters,14,10+ years,0.21785,0.46743,0.68528,2–4 hours,234,0.04579, Recently active
1309843,Gen Z,Japan,Free,2022–2025 Mature,1,< 2 years,0.30438,0.57790,0.88228,2–4 hours,48,0.13151, Recently active
126459,Gen Z,Other,Free,2013–2015 Growth,13,10+ years,0.33328,0.48514,0.81842,2–4 hours,53,0.01117, Recently active
592231,Millennials,United States,Free,2022–2025 Mature,2,2–4 years,0.26868,0.44743,0.71611,2–4 hours,65,0.08904, Recently active
461586,Millennials,Canada,Free,2013–2015 Growth,13,10+ years,0.41184,0.59800,1.00984,4–6 hours,185,0.03899, Recently active
723198,Millennials,United Kingdom,Premium,2016–2018 Expansion,9,8–10 years,0.18355,0.32638,0.50993,1–2 hours,40,0.01218, Recently active
1352675,Gen X,United States,Free,2022–2025 Mature,3,2–4 years,0.14842,0.19467,0.34309,<1 hour,331,0.30228,Active
707127,Boomers,United States,Free,2019–2021 Monetization,5,5–7 years,0.35422,0.65733,1.01155,4–6 hours,65,0.03562, Recently active
1285027,Boomers,Other,Free,2010–2012 Early adopters,14,10+ years,0.39129,0.58162,0.97291,4–6 hours,15,0.00294, Recently active
913287,Millennials,India,Free,2013–2015 Growth,12,10+ years,0.19605,0.36114,0.55720,2–4 hours,265,0.06050, Recently active
1346430,Millennials,United States,Premium,2019–2021 Monetization,5,5–7 years,0.28976,0.46229,0.75205,2–4 hours,346,0.18959, Recently active
226131,Millennials,Brazil,Free,2016–2018 Expansion,8,8–10 years,0.22369,0.35971,0.58340,2–4 hours,125,0.04281, Recently active
1183700,Millennials,India,Business,2016–2018 Expansion,9,8–10 years,0.22631,0.43581,0.66212,2–4 hours,70,0.02131, Recently active
1262862,Gen Z,Japan,Premium,2016–2018 Expansion,9,8–10 years,0.51572,0.71429,1.23000,4–6 hours,116,0.03531, Recently active
983695,Millennials,United Kingdom,Business,2019–2021 Monetization,7,5–7 years,0.50293,0.75086,1.25379,4–6 hours,240,0.09393, Recently active
1457400,Gen X,United States,Free,2010–2012 Early adopters,15,10+ years,0.19287,0.29505,0.48792,1–2 hours,323,0.05900, Recently active
287660,Gen X,Australia,Free,2019–2021 Monetization,7,5–7 years,0.13926,0.17743,0.31668,<1 hour,111,0.04344, Recently active
1423608,Millennials,Other,Business,2016–2018 Expansion,8,8–10 years,0.24840,0.47124,0.71963,2–4 hours,46,0.01575, Recently active
1321574,Gen Z,South Korea,Free,2010–2012 Early adopters,15,10+ years,0.44082,0.74714,1.18797,4–6 hours,93,0.01699, Recently active
796028,Millennials,Brazil,Free,2016–2018 Expansion,9,8–10 years,0.52804,0.85143,1.37947,6+ hours,284,0.08645, Recently active
1177426,Gen Z,Other,Free,2010–2012 Early adopters,14,10+ years,0.47532,0.77286,1.24818,4–6 hours,113,0.02211, Recently active
1533712,Millennials,United States,Premium,2013–2015 Growth,13,10+ years,0.45916,0.74705,1.20621,4–6 hours,331,0.06976, Recently active
927651,Millennials,Germany,Free,2022–2025 Mature,2,2–4 years,0.45502,0.77229,1.22730,4–6 hours,212,0.29041,Active
628264,Gen Z,Brazil,Business,2013–2015 Growth,12,10+ years,0.34979,0.56029,0.91007,2–4 hours,44,0.01005, Recently active
1505061,Gen X,India,Free,2019–2021 Monetization,5,5–7 years,0.44072,0.72829,1.16900,4–6 hours,56,0.03068, Recently active
641497,Millennials,Australia,Free,2016–2018 Expansion,10,8–10 years,0.42572,0.71971,1.14543,6+ hours,5,0.00137, Recently active
513785,Millennials,United Kingdom,Free,2013–2015 Growth,13,10+ years,0.31244,0.45162,0.76406,2–4 hours,22,0.00464, Recently active
1539779,Millennials,United Kingdom,Free,2016–2018 Expansion,8,8–10 years,0.37228,0.62400,0.99628,4–6 hours,60,0.02055, Recently active
438488,Millennials,Other,Free,2019–2021 Monetization,5,5–7 years,0.21578,0.39114,0.60692,2–4 hours,239,0.13096, Recently active
443110,Gen Z,United Kingdom,Free,2019–2021 Monetization,5,5–7 years,0.26743,0.46324,0.73067,2–4 hours,291,0.15945, Recently active
856360,Boomers,United States,Free,2022–2025 Mature,3,2–4 years,0.13662,0.18571,0.32234,<1 hour,89,0.08128, Recently active
1278613,Gen Z,Canada,Free,2022–2025 Mature,3,2–4 years,0.45291,0.75571,1.20862,4–6 hours,212,0.19361, Recently active
1496523,Gen Z,United States,Free,2010–2012 Early adopters,14,10+ years,0.30423,0.46629,0.77051,2–4 hours,210,0.04110, Recently active
871644,Gen X,Australia,Free,2013–2015 Growth,13,10+ years,0.39139,0.73590,1.12730,4–6 hours,344,0.07250, Recently active
182575,Boomers,Brazil,Free,2019–2021 Monetization,7,5–7 years,0.18521,0.27390,0.45912,1–2 hours,275,0.10763, Recently active
24936,Gen Z,Canada,Free,2022–2025 Mature,1,< 2 years,0.21385,0.22886,0.44270,<1 hour,24,0.06575, Recently active
891175,Gen X,United States,Free,2016–2018 Expansion,8,8–10 years,0.16022,0.32267,0.48289,1–2 hours,275,0.09418, Recently active
1416433,Millennials,Germany,Business,2016–2018 Expansion,10,8–10 years,0.42988,0.78429,1.21416,4–6 hours,347,0.09507, Recently active
1171043,Gen Z,Brazil,Free,2022–2025 Mature,4,2–4 years,0.24883,0.34962,0.59845,1–2 hours,293,0.20068, Recently active
885510,Gen Z,United States,Free,2010–2012 Early adopters,14,10+ years,0.45490,0.69733,1.15224,4–6 hours,103,0.02016, Recently active
1493998,Boomers,Other,Free,2022–2025 Mature,2,2–4 years,0.42252,0.68448,1.10699,4–6 hours,270,0.36986,Active
266984,Gen Z,India,Free,2010–2012 Early adopters,16,10+ years,0.30977,0.51019,0.81996,2–4 hours,336,0.05753, Recently active
1508025,Gen Z,United Kingdom,Free,2022–2025 Mature,2,2–4 years,0.18149,0.26410,0.44558,1–2 hours,145,0.19863, Recently active
1482523,Boomers,Brazil,Premium,2022–2025 Mature,1,< 2 years,0.32519,0.54876,0.87395,2–4 hours,135,0.36986,Active
977709,Boomers,United States,Free,2022–2025 Mature,3,2–4 years,0.06719,0.13238,0.19957,<1 hour,103,0.09406, Recently active
1071928,Millennials,Germany,Free,2010–2012 Early adopters,16,10+ years,0.20979,0.44400,0.65379,2–4 hours,62,0.01062, Recently active
1373277,Millennials,Brazil,Free,2022–2025 Mature,2,2–4 years,0.29461,0.49829,0.79290,2–4 hours,271,0.37123,Active
267703,Gen Z,Brazil,Free,2013–2015 Growth,12,10+ years,0.38864,0.54390,0.93255,2–4 hours,144,0.03288, Recently active
1052895,Millennials,United States,Free,2010–2012 Early adopters,15,10+ years,0.11566,0.13286,0.24852,<1 hour,339,0.06192, Recently active
62954,Millennials,United States,Free,2013–2015 Growth,12,10+ years,0.26659,0.40410,0.67068,2–4 hours,11,0.00251, Recently active
1528785,Gen Z,United States,Free,2019–2021 Monetization,5,5–7 years,0.47643,0.72829,1.20471,4–6 hours,347,0.19014, Recently active
794626,Boomers,Other,Free,2022–2025 Mature,2,2–4 years,0.17188,0.30590,0.47778,1–2 hours,215,0.29452,Active
387493,Millennials,India,Free,2022–2025 Mature,4,2–4 years,0.14298,0.38781,0.53079,2–4 hours,199,0.13630, Recently active
1229868,Millennials,United Kingdom,Free,2019–2021 Monetization,6,5–7 years,0.20075,0.42971,0.63047,2–4 hours,288,0.13151, Recently active
1068542,Gen Z,Other,Free,2022–2025 Mature,2,2–4 years,0.26309,0.55848,0.82156,2–4 hours,174,0.23836, Recently active
305794,Millennials,United States,Business,2022–2025 Mature,3,2–4 years,0.16078,0.43705,0.59783,2–4 hours,95,0.08676, Recently active
365320,Gen X,United Kingdom,Free,2016–2018 Expansion,9,8–10 years,0.33324,0.61971,0.95296,4–6 hours,11,0.00335, Recently active
1120976,Gen Z,United States,Free,2022–2025 Mature,4,2–4 years,0.52598,0.85000,1.37598,4–6 hours,206,0.14110, Recently active
1080966,Millennials,Other,Premium,2019–2021 Monetization,5,5–7 years,0.27324,0.46686,0.74009,2–4 hours,130,0.07123, Recently active
186863,Boomers,Brazil,Free,2019–2021 Monetization,6,5–7 years,0.47152,0.76876,1.24029,6+ hours,309,0.14110, Recently active
665981,Boomers,United States,Free,2016–2018 Expansion,9,8–10 years,0.32324,0.67981,1.00305,4–6 hours,188,0.05723, Recently active
1194960,Gen X,South Korea,Free,2019–2021 Monetization,7,5–7 years,0.08801,0.20943,0.29744,<1 hour,360,0.14090, Recently active
582810,Gen X,India,Free,2022–2025 Mature,2,2–4 years,0.14954,0.28962,0.43916,1–2 hours,49,0.06712, Recently active
1292600,Boomers,Germany,Free,2013–2015 Growth,11,10+ years,0.18578,0.23686,0.42264,1–2 hours,120,0.02989, Recently active
384409,Millennials,United States,Free,2022–2025 Mature,2,2–4 years,0.41071,0.75343,1.16414,4–6 hours,27,0.03699, Recently active
123325,Millennials,United States,Free,2019–2021 Monetization,6,5–7 years,0.17189,0.28238,0.45427,1–2 hours,58,0.02648, Recently active
227447,Gen X,United States,Free,2016–2018 Expansion,9,8–10 years,0.33213,0.53533,0.86746,2–4 hours,237,0.07215, Recently active
179146,Gen X,South Korea,Free,2019–2021 Monetization,7,5–7 years,0.40197,0.58724,0.98921,4–6 hours,217,0.08493, Recently active
670845,Millennials,Canada,Free,2019–2021 Monetization,5,5–7 years,0.25645,0.46295,0.71941,2–4 hours,42,0.02301, Recently active
367847,Gen X,Japan,Free,2010–2012 Early adopters,15,10+ years,0.17091,0.39229,0.56320,2–4 hours,95,0.01735, Recently active
288916,Gen X,United Kingdom,Free,2016–2018 Expansion,9,8–10 years,0.13024,0.16257,0.29281,<1 hour,93,0.02831, Recently active
717775,Millennials,United States,Free,2016–2018 Expansion,8,8–10 years,0.21077,0.29648,0.50725,1–2 hours,21,0.00719, Recently active
1194703,Millennials,India,Free,2022–2025 Mature,1,< 2 years,0.17941,0.28210,0.46150,1–2 hours,224,0.61370,At risk
72629,Gen X,Other,Free,2013–2015 Growth,11,10+ years,0.20023,0.32419,0.52442,1–2 hours,110,0.02740, Recently active
1046668,Gen X,United States,Premium,2019–2021 Monetization,7,5–7 years,0.37501,0.73295,1.10796,4–6 hours,34,0.01331, Recently active
794019,Millennials,India,Free,2022–2025 Mature,2,2–4 years,0.44402,0.64790,1.09193,4–6 hours,38,0.05205, Recently active
1076987,Gen X,United States,Free,2022–2025 Mature,4,2–4 years,0.41265,0.57981,0.99246,4–6 hours,259,0.17740, Recently active
1196437,Gen Z,United States,Free,2022–2025 Mature,1,< 2 years,0.57094,0.82429,1.39523,6+ hours,60,0.16438, Recently active
584273,Millennials,Japan,Free,2016–2018 Expansion,8,8–10 years,0.29254,0.45124,0.74377,2–4 hours,91,0.03116, Recently active
1245861,Millennials,Brazil,Premium,2022–2025 Mature,2,2–4 years,0.24729,0.46905,0.71633,2–4 hours,16,0.02192, Recently active
558040,Boomers,India,Premium,2016–2018 Expansion,8,8–10 years,0.41267,0.63895,1.05162,4–6 hours,320,0.10959, Recently active
977226,Gen Z,Germany,Free,2016–2018 Expansion,10,8–10 years,0.48389,0.79714,1.28103,4–6 hours,233,0.06384, Recently active
1324869,Millennials,Other,Free,2016–2018 Expansion,9,8–10 years,0.19773,0.35076,0.54849,2–4 hours,228,0.06941, Recently active
727202,Boomers,United States,Free,2019–2021 Monetization,6,5–7 years,0.23939,0.47048,0.70986,2–4 hours,90,0.04110, Recently active
1325038,Millennials,United Kingdom,Free,2016–2018 Expansion,10,8–10 years,0.21841,0.34162,0.56003,2–4 hours,273,0.07479, Recently active
108820,Millennials,Brazil,Premium,2010–2012 Early adopters,14,10+ years,0.42560,0.58667,1.01227,2–4 hours,268,0.05245, Recently active
863269,Boomers,United States,Premium,2010–2012 Early adopters,14,10+ years,0.52387,0.85286,1.37672,6+ hours,173,0.03386, Recently active
889042,Millennials,United States,Free,2022–2025 Mature,2,2–4 years,0.43722,0.70390,1.14112,4–6 hours,340,0.46575,Active
1313848,Gen X,United States,Premium,2016–2018 Expansion,10,8–10 years,0.11207,0.15867,0.27073,<1 hour,257,0.07041, Recently active
885342,Millennials,Germany,Free,2022–2025 Mature,4,2–4 years,0.19064,0.31238,0.50302,1–2 hours,132,0.09041, Recently active
1351257,Millennials,India,Free,2010–2012 Early adopters,14,10+ years,0.40851,0.53181,0.94032,2–4 hours,230,0.04501, Recently active
42141,Gen Z,Canada,Free,2019–2021 Monetization,5,5–7 years,0.31214,0.43733,0.74947,2–4 hours,14,0.00767, Recently active
644654,Gen X,United States,Free,2013–2015 Growth,13,10+ years,0.18202,0.32619,0.50821,2–4 hours,49,0.01033, Recently active
439193,Millennials,United Kingdom,Free,2022–2025 Mature,2,2–4 years,0.10511,0.13019,0.23530,<1 hour,109,0.14932, Recently active
448267,Gen X,United Kingdom,Free,2019–2021 Monetization,5,5–7 years,0.46984,0.72990,1.19975,4–6 hours,154,0.08438, Recently active
1356594,Gen Z,Brazil,Free,2016–2018 Expansion,10,8–10 years,0.34007,0.46724,0.80731,2–4 hours,206,0.05644, Recently active
572092,Gen X,Other,Free,2016–2018 Expansion,9,8–10 years,0.13192,0.19676,0.32869,<1 hour,233,0.07093, Recently active
59741,Millennials,United States,Premium,2016–2018 Expansion,9,8–10 years,0.42335,0.65619,1.07954,4–6 hours,12,0.00365, Recently active
356852,Millennials,South Korea,Free,2010–2012 Early adopters,15,10+ years,0.26907,0.59000,0.85907,2–4 hours,290,0.05297, Recently active
688069,Millennials,India,Free,2019–2021 Monetization,6,5–7 years,0.38710,0.74114,1.12824,4–6 hours,39,0.01781, Recently active
218007,Gen X,Germany,Free,2019–2021 Monetization,5,5–7 years,0.27616,0.50038,0.77654,2–4 hours,59,0.03233, Recently active
210989,Millennials,Germany,Free,2010–2012 Early adopters,16,10+ years,0.17897,0.31057,0.48954,1–2 hours,66,0.01130, Recently active
978011,Gen Z,Other,Free,2016–2018 Expansion,8,8–10 years,0.13301,0.30305,0.43606,1–2 hours,170,0.05822, Recently active
1427060,Gen X,India,Free,2013–2015 Growth,11,10+ years,0.36002,0.69143,1.05145,4–6 hours,223,0.05554, Recently active
1132455,Gen Z,Other,Free,2022–2025 Mature,1,< 2 years,0.59467,0.83000,1.42467,6+ hours,80,0.21918, Recently active
322003,Boomers,India,Free,2016–2018 Expansion,10,8–10 years,0.13399,0.21305,0.34704,<1 hour,356,0.09753, Recently active
1166084,Gen Z,Brazil,Free,2010–2012 Early adopters,14,10+ years,0.37531,0.55248,0.92779,2–4 hours,262,0.05127, Recently active
1523155,Millennials,Germany,Free,2010–2012 Early adopters,15,10+ years,0.33629,0.62181,0.95810,2–4 hours,271,0.04950, Recently active
955528,Millennials,Brazil,Free,2016–2018 Expansion,8,8–10 years,0.25091,0.39162,0.64253,2–4 hours,187,0.06404, Recently active
1081034,Gen Z,United States,Free,2019–2021 Monetization,7,5–7 years,0.52721,0.85000,1.37721,6+ hours,84,0.03288, Recently active
1201551,Gen Z,India,Free,2010–2012 Early adopters,15,10+ years,0.61903,0.85143,1.47046,6+ hours,300,0.05479, Recently active
973180,Gen Z,United States,Free,2022–2025 Mature,2,2–4 years,0.51073,0.81571,1.32644,6+ hours,210,0.28767,Active
672108,Gen Z,Germany,Free,2013–2015 Growth,12,10+ years,0.27533,0.46143,0.73676,2–4 hours,138,0.03151, Recently active
7404,Gen X,United States,Free,2013–2015 Growth,12,10+ years,0.10996,0.27048,0.38044,1–2 hours,324,0.07397, Recently active
1291850,Millennials,Japan,Free,2019–2021 Monetization,5,5–7 years,0.13357,0.26619,0.39976,<1 hour,187,0.10247, Recently active
731834,Millennials,United States,Free,2019–2021 Monetization,6,5–7 years,0.36128,0.61229,0.97356,4–6 hours,104,0.04749, Recently active
154374,Gen Z,India,Free,2013–2015 Growth,13,10+ years,0.10038,0.28886,0.38924,1–2 hours,263,0.05543, Recently active
17681,Gen Z,India,Free,2016–2018 Expansion,10,8–10 years,0.33702,0.51610,0.85312,2–4 hours,180,0.04932, Recently active
1428635,Millennials,Other,Free,2010–2012 Early adopters,14,10+ years,0.37531,0.57952,0.95483,2–4 hours,126,0.02466, Recently active
600048,Gen Z,Canada,Premium,2019–2021 Monetization,6,5–7 years,0.28282,0.45981,0.74263,2–4 hours,119,0.05434, Recently active
1330744,Millennials,Japan,Free,2013–2015 Growth,11,10+ years,0.40210,0.79229,1.19439,4–6 hours,93,0.02316, Recently active
1241853,Boomers,Other,Premium,2013–2015 Growth,11,10+ years,0.42502,0.75324,1.17826,4–6 hours,35,0.00872, Recently active
928249,Millennials,Canada,Free,2013–2015 Growth,11,10+ years,0.18744,0.38876,0.57620,1–2 hours,276,0.06874, Recently active
844632,Gen Z,India,Premium,2022–2025 Mature,2,2–4 years,0.51153,0.78571,1.29725,4–6 hours,3,0.00411, Recently active
1288967,Gen Z,Brazil,Free,2022–2025 Mature,2,2–4 years,0.18091,0.35838,0.53929,1–2 hours,73,0.10000, Recently active
900552,Gen Z,Other,Free,2010–2012 Early adopters,14,10+ years,0.51333,0.61314,1.12648,2–4 hours,244,0.04775, Recently active
1039936,Gen X,Other,Free,2010–2012 Early adopters,15,10+ years,0.23004,0.41476,0.64481,2–4 hours,302,0.05516, Recently active
182744,Millennials,South Korea,Free,2016–2018 Expansion,10,8–10 years,0.20076,0.41362,0.61438,2–4 hours,357,0.09781, Recently active
1159615,Gen X,Brazil,Free,2019–2021 Monetization,5,5–7 years,0.42334,0.64381,1.06715,4–6 hours,133,0.07288, Recently active
1519381,Gen X,India,Free,2022–2025 Mature,1,< 2 years,0.09289,0.14038,0.23327,<1 hour,324,0.88767,Likely churned
447597,Millennials,India,Free,2022–2025 Mature,1,< 2 years,0.15217,0.29800,0.45017,1–2 hours,32,0.08767, Recently active
1434813,Boomers,South Korea,Free,2010–2012 Early adopters,15,10+ years,0.39839,0.59981,0.99820,2–4 hours,85,0.01553, Recently active
1316251,Gen Z,United States,Free,2022–2025 Mature,3,2–4 years,0.32076,0.37743,0.69819,2–4 hours,121,0.11050, Recently active
814627,Millennials,South Korea,Free,2016–2018 Expansion,10,8–10 years,0.23699,0.49924,0.73623,2–4 hours,165,0.04521, Recently active
524436,Gen X,Australia,Free,2019–2021 Monetization,6,5–7 years,0.14147,0.23819,0.37966,1–2 hours,360,0.16438, Recently active
759746,Millennials,United Kingdom,Free,2013–2015 Growth,12,10+ years,0.24936,0.57810,0.82746,2–4 hours,134,0.03059, Recently active
