user_id,app_name,age,gender,country,urban_rural,income_level,employment_status,education_level,relationship_status,has_children,exercise_hours_per_week,sleep_hours_per_night,diet_quality,smoking,alcohol_frequency,perceived_stress_score,self_reported_happiness,body_mass_index,blood_pressure_systolic,blood_pressure_diastolic,daily_steps_count,weekly_work_hours,hobbies_count,social_events_per_month,books_read_per_year,volunteer_hours_per_month,travel_frequency_per_year,daily_active_minutes_instagram,sessions_per_day,posts_created_per_week,reels_watched_per_day,stories_viewed_per_day,likes_given_per_day,comments_written_per_day,dms_sent_per_week,dms_received_per_week,ads_viewed_per_day,ads_clicked_per_day,time_on_feed_per_day,time_on_explore_per_day,time_on_messages_per_day,time_on_reels_per_day,followers_count,following_count,uses_premium_features,notification_response_rate,account_creation_year,last_login_date,average_session_length_minutes,content_type_preference,preferred_content_theme,privacy_setting_level,two_factor_auth_enabled,biometric_login_used,linked_accounts_count,subscription_status,user_engagement_score
984398,Instagram,52,Female,India,Urban,Middle,Retired,Bachelor’s,Single,t,13.8,6.1,Average,No,Weekly,28,1,28.2,101,95,7973,48.9,4,3,11,10.9,4,286.0,11,7,194,133,175,70,45,48,26,6,138,30,30,112,1989,2564,f,0.73,2017,2025-09-02,26.0,Photos,Fashion,Public,t,t,1,Free,1.17
173953,Instagram,31,Male,South Korea,Urban,Lower-middle,Student,Bachelor’s,Single,f,6.6,6.6,Average,Former,Never,14,2,16.1,91,87,8012,44.5,3,3,11,5.6,4,170.0,10,4,144,99,138,22,23,27,20,3,68,34,29,52,2497,5592,f,0.55,2016,2025-07-01,17.0,Stories,Travel,Private,f,f,1,Premium,1.13
454656,Instagram,37,Male,United Kingdom,Suburban,Middle,Full-time employed,Bachelor’s,Single,f,7.0,6.5,Poor,No,Weekly,37,7,30.0,95,83,8059,30.1,4,4,9,5.7,3,254.0,9,6,173,124,166,37,30,47,24,6,104,76,52,101,1060,1811,f,0.82,2018,2025-06-27,28.2,Videos,Music,Public,t,t,0,Free,1.01
311543,Instagram,58,Female,Brazil,Suburban,Low,Full-time employed,High school,In a relationship,t,15.9,7.4,Average,No,Rarely,32,9,28.5,98,89,8027,51.2,1,2,12,6.3,1,271.0,14,8,194,144,168,36,33,44,30,5,130,79,51,55,370,411,f,0.26,2015,2025-05-20,19.4,Stories,Tech,Private,t,t,1,Free,0.97
1271720,Instagram,36,Male,United Kingdom,Urban,Upper-middle,Full-time employed,Bachelor’s,Single,t,13.2,5.1,Poor,No,Weekly,4,8,18.9,125,61,7918,37.8,4,1,14,0.5,2,34.0,1,4,60,50,41,13,22,8,17,3,14,9,8,13,497,1169,f,0.06,2020,2025-11-19,34.0,Live,Tech,Friends only,t,f,3,Free,2.26
1523482,Instagram,26,Male,United Kingdom,Suburban,Middle,Full-time employed,Other,Single,f,3.4,6.9,Very poor,No,Several times a week,14,5,18.6,121,86,7955,35.4,2,3,14,0.5,2,181.0,6,1,240,93,117,35,19,43,16,4,98,22,25,39,983,2316,f,0.31,2011,2025-11-25,30.2,Videos,Art,Friends only,f,f,1,Free,1.04
948975,Instagram,20,Male,United Kingdom,Rural,Low,Student,High school,Single,f,9.7,5.8,Average,Yes,Rarely,13,2,21.8,97,91,8090,36.4,1,5,12,2.0,2,139.0,5,9,187,91,110,25,26,23,10,4,67,20,22,36,1575,1667,t,0.72,2022,2025-04-28,27.8,Stories,Food,Friends only,f,f,0,Free,1.34
543245,Instagram,58,Male,Brazil,Urban,Lower-middle,Full-time employed,High school,In a relationship,t,9.8,8.0,Average,No,Rarely,39,5,15.1,133,63,7977,41.6,2,2,12,1.3,3,350.0,25,9,270,150,191,57,37,47,24,9,187,75,55,77,333,764,f,0.73,2014,2025-09-05,14.0,Stories,Tech,Friends only,t,t,1,Premium,0.95
520305,Instagram,49,Male,Germany,Urban,Low,Full-time employed,Master’s,In a relationship,f,13.6,7.1,Very poor,No,Never,16,2,30.4,94,61,8078,27.6,1,7,18,5.5,1,177.0,12,1,159,97,124,43,30,25,22,2,75,43,40,62,108,220,f,0.15,2020,2025-02-02,14.8,Stories,Food,Public,t,f,2,Free,1.2
673419,Instagram,31,Male,India,Urban,Upper-middle,Student,PhD,Divorced,f,11.4,7.0,Excellent,Yes,Rarely,33,9,23.4,91,74,7913,31.8,1,0,6,6.1,1,245.0,9,9,167,150,158,52,35,44,29,11,133,49,56,67,985,2024,f,0.11,2011,2025-03-17,27.2,Stories,Food,Public,t,f,2,Free,1.17
1403429,Instagram,60,Female,Germany,Suburban,Upper-middle,Unemployed,High school,Divorced,f,12.2,7.0,Average,No,Rarely,35,3,28.2,143,86,8094,58.9,4,6,13,3.5,3,307.0,13,5,228,150,194,43,36,55,34,5,136,38,40,103,1619,1756,f,0.33,2013,2025-07-29,23.6,Reels,Food,Public,t,f,1,Free,0.96
1004908,Instagram,25,Female,Brazil,Suburban,High,Student,Other,Married,t,6.6,8.0,Very poor,No,Weekly,15,7,15.0,142,65,7918,47.7,3,6,7,6.7,1,113.0,4,3,205,82,76,21,16,23,13,4,60,32,16,25,672,1553,t,0.49,2020,2025-08-21,28.2,Live,Fitness,Public,f,f,1,Business,1.11
1479011,Instagram,28,Female,Brazil,Suburban,Lower-middle,Full-time employed,Some college,Married,f,9.0,8.4,Good,No,Rarely,17,9,17.8,97,86,8060,35.2,0,3,8,0.9,1,123.0,4,3,181,90,96,29,24,24,15,3,65,31,17,42,2513,3793,f,0.84,2018,2025-10-18,30.8,Videos,Music,Friends only,f,t,1,Premium,1.31
544482,Instagram,59,Female,India,Urban,Upper-middle,Full-time employed,Bachelor’s,Single,f,10.8,6.4,Good,No,Daily,32,3,26.0,134,75,7964,41.3,2,5,13,7.1,4,253.0,11,8,183,150,153,44,31,44,33,7,115,48,30,86,4468,2434,t,0.3,2011,2025-11-18,23.0,Mixed,Food,Public,f,t,4,Free,1.04
1497179,Instagram,63,Female,Brazil,Suburban,Middle,Full-time employed,Some college,Divorced,f,10.2,7.4,Very poor,No,Weekly,27,4,19.8,98,99,7955,26.9,8,2,10,4.5,2,204.0,10,10,158,126,122,41,37,34,17,6,116,51,22,52,6000,10000,f,0.66,2014,2025-12-09,20.4,Live,Fashion,Private,t,f,0,Free,1.14
1283421,Instagram,38,Female,South Korea,Urban,Middle,Unemployed,Bachelor’s,In a relationship,f,7.2,7.1,Good,Yes,Rarely,27,1,18.0,135,67,7890,40.4,2,7,12,2.1,3,282.0,11,10,215,142,169,49,42,40,23,7,122,67,66,80,1113,2286,f,0.42,2017,2025-02-27,25.6,Stories,Travel,Friends only,t,f,4,Free,1.05
553695,Instagram,26,Male,United States,Urban,Low,Student,Bachelor’s,In a relationship,f,4.6,6.9,Excellent,No,Weekly,16,7,23.9,112,91,7892,35.6,1,3,9,4.5,1,143.0,15,2,198,77,87,29,40,28,20,4,78,41,20,47,523,1116,f,0.1,2015,2025-11-20,9.5,Photos,Music,Private,t,f,0,Free,1.05
267772,Instagram,45,Female,United States,Urban,Low,Full-time employed,High school,Divorced,f,3.6,8.4,Very poor,No,Rarely,20,4,26.0,152,92,8174,42.2,5,7,5,4.9,3,176.0,7,1,153,104,118,30,23,28,19,3,72,49,18,48,592,1025,f,0.52,2017,2025-11-24,25.1,Photos,Travel,Public,t,f,2,Premium,1.02
1156564,Instagram,49,Male,Brazil,Urban,Low,Full-time employed,Master’s,Single,f,13.5,5.2,Average,No,Never,10,5,24.3,158,76,8019,42.9,3,6,5,7.5,1,100.0,7,1,106,70,71,27,23,20,8,1,56,22,22,35,75,111,f,0.42,2024,2025-06-03,14.3,Photos,Travel,Private,f,f,2,Free,1.27
1442339,Instagram,48,Female,Brazil,Urban,Middle,Full-time employed,High school,Single,f,4.1,7.7,Average,No,Weekly,16,8,27.3,119,80,7936,20.7,2,2,6,1.0,0,89.0,5,2,88,62,70,21,21,15,12,3,46,21,15,21,564,1165,f,0.24,2010,2025-08-01,17.8,Photos,Fashion,Friends only,t,f,1,Free,1.31
68833,Instagram,19,Male,Brazil,Urban,Middle,Full-time employed,Bachelor’s,Married,f,4.3,6.8,Excellent,No,Rarely,19,8,27.3,95,75,7947,40.1,6,4,13,4.5,0,180.0,6,12,228,111,121,31,31,32,18,5,75,29,18,52,17193,10000,f,0.21,2020,2025-05-27,30.0,Photos,Tech,Friends only,f,t,1,Free,1.21
767846,Instagram,55,Male,South Korea,Rural,High,Full-time employed,Master’s,Divorced,f,0.9,8.0,Average,Yes,Rarely,19,8,23.3,155,90,8044,39.3,5,7,9,10.0,3,169.0,14,3,133,99,104,50,34,24,17,6,99,32,35,64,2789,5889,f,0.09,2019,2025-04-15,12.1,Stories,Travel,Private,f,f,3,Free,1.25
265427,Instagram,52,Female,United States,Urban,Upper-middle,Full-time employed,Bachelor’s,Married,f,9.8,8.6,Very poor,Former,Rarely,19,4,23.7,103,64,8008,32.2,0,7,8,6.1,3,243.0,7,10,183,141,108,47,34,36,26,6,126,48,37,91,3363,4182,f,0.31,2022,2025-12-03,34.7,Mixed,Food,Public,f,f,3,Free,0.95
1180574,Instagram,24,Female,Brazil,Suburban,Lower-middle,Freelancer,High school,Married,f,12.6,6.7,Good,No,Rarely,19,8,26.0,111,60,8080,52.3,5,3,8,4.4,5,182.0,9,9,254,111,117,33,35,28,20,4,93,51,42,42,1290,1670,f,0.85,2019,2025-12-22,20.2,Reels,Fashion,Private,t,f,5,Free,1.15
537252,Instagram,28,Male,Germany,Urban,Lower-middle,Full-time employed,Some college,In a relationship,t,5.2,7.4,Poor,No,Rarely,14,6,28.3,90,61,7888,32.2,5,2,13,2.4,3,154.0,7,2,197,89,91,30,28,22,19,1,68,39,16,53,399,207,t,0.08,2013,2025-08-04,22.0,Reels,Other,Public,f,f,4,Free,1.01
1416181,Instagram,20,Male,United States,Rural,Lower-middle,Full-time employed,Bachelor’s,Single,t,10.6,7.7,Average,No,Never,21,10,17.5,154,77,8101,34.8,4,5,9,2.0,5,145.0,4,11,222,87,102,28,31,30,16,7,79,26,23,37,1702,3845,f,0.76,2015,2025-12-03,36.2,Stories,Art,Private,f,t,2,Free,1.31
123521,Instagram,65,Female,United Kingdom,Urban,Upper-middle,Unemployed,Bachelor’s,Married,f,15.0,7.1,Poor,No,Never,1,9,26.9,103,88,7965,53.3,4,4,10,6.6,2,5.0,1,7,45,36,29,3,14,7,6,1,2,1,1,1,2800,2606,t,0.91,2012,2025-05-30,5.0,Reels,Tech,Friends only,f,t,1,Free,9.33
1394837,Instagram,37,Female,Brazil,Suburban,Middle,Part-time,Bachelor’s,Single,t,10.5,7.7,Average,No,Never,4,7,20.7,94,88,8054,48.6,6,3,7,0.5,1,5.0,1,3,40,27,23,3,14,12,5,1,3,1,1,1,2473,2467,f,0.67,2022,2025-04-09,5.0,Mixed,Art,Public,f,f,2,Free,6.33
626064,Instagram,34,Male,United States,Rural,High,Freelancer,High school,Single,f,1.2,5.6,Poor,No,Several times a week,21,8,23.8,158,90,7929,35.4,3,6,7,1.0,3,209.0,11,7,165,130,113,25,37,20,27,3,90,52,51,77,3766,3391,t,0.61,2018,2025-01-29,19.0,Mixed,Other,Private,t,t,3,Free,0.88
1492225,Instagram,17,Female,India,Urban,High,Student,High school,Divorced,t,1.2,6.1,Excellent,No,Daily,25,4,22.2,114,64,7869,11.6,6,3,13,7.5,2,308.0,12,6,300,150,186,33,34,43,26,3,167,46,73,101,56,66,t,0.41,2024,2025-03-19,25.7,Stories,Food,Public,t,f,1,Free,0.87
1299317,Instagram,47,Prefer not to say,Canada,Suburban,Lower-middle,Unemployed,Some college,Single,t,18.3,7.3,Average,No,Never,18,2,25.3,125,76,8092,52.6,3,8,17,0.5,1,190.0,6,2,136,110,125,39,33,26,17,8,89,44,22,69,1484,2331,f,0.89,2012,2025-11-17,31.7,Stories,Fitness,Public,f,t,3,Business,1.09
107298,Instagram,16,Female,Other,Urban,Low,Full-time employed,High school,In a relationship,f,10.1,8.9,Good,No,Rarely,4,7,24.2,159,87,7913,47.6,1,8,12,2.7,5,65.0,3,11,144,51,52,13,24,20,10,2,38,16,8,13,5001,10000,f,0.04,2022,2025-02-11,21.7,Photos,Tech,Friends only,t,f,4,Free,1.68
1135987,Instagram,18,Female,Brazil,Suburban,High,Student,Other,Single,f,8.1,9.2,Average,No,Rarely,26,3,24.2,144,68,8120,39.3,5,1,10,4.0,3,335.0,17,17,300,150,207,66,51,58,18,4,140,37,58,82,1670,909,f,0.91,2022,2025-11-02,19.7,Live,Other,Public,t,f,1,Business,1.16
499232,Instagram,28,Female,India,Urban,Middle,Full-time employed,High school,Single,f,2.7,8.2,Very poor,No,Weekly,31,2,22.4,101,69,7761,24.4,3,3,7,2.5,6,407.0,26,7,300,150,250,62,43,61,28,5,216,84,71,101,3957,6874,f,0.66,2021,2025-02-03,15.7,Videos,Other,Friends only,f,t,3,Free,0.97
296901,Instagram,16,Male,United Kingdom,Urban,High,Student,High school,In a relationship,f,8.4,5.7,Average,No,Rarely,3,9,28.0,152,74,8006,46.6,3,4,12,4.0,1,26.0,2,6,138,43,45,9,13,14,8,4,12,7,3,10,1405,617,f,0.38,2016,2025-12-16,13.0,Reels,Art,Friends only,f,f,0,Premium,3.0
1450732,Instagram,28,Female,India,Urban,Lower-middle,Full-time employed,Bachelor’s,Married,f,7.5,5.1,Good,No,Rarely,3,6,31.2,132,87,8169,49.7,2,3,5,5.5,2,77.0,4,3,175,53,71,23,23,22,9,2,39,16,16,16,1717,2474,f,0.45,2025,2025-05-08,19.2,Live,Travel,Friends only,t,t,4,Business,1.62
1448206,Instagram,39,Female,Canada,Urban,High,Freelancer,Master’s,Married,f,9.3,4.5,Good,No,Rarely,39,7,21.9,125,85,8113,24.1,3,3,12,1.0,4,287.0,14,13,214,117,171,57,42,44,33,6,156,77,57,93,376,761,f,0.46,2016,2025-02-07,20.5,Live,Other,Friends only,f,f,2,Free,1.12
868066,Instagram,35,Female,Brazil,Urban,Middle,Freelancer,High school,Divorced,f,0.7,7.0,Average,Former,Never,18,5,33.5,132,70,7913,44.7,4,4,18,2.7,1,176.0,18,4,153,92,126,19,24,20,16,5,97,27,37,49,448,285,f,0.57,2011,2025-07-16,9.8,Reels,Fitness,Private,t,f,3,Free,0.99
46617,Instagram,19,Female,Japan,Suburban,Lower-middle,Student,High school,Married,t,9.8,6.7,Excellent,No,Never,15,2,29.5,100,63,7830,47.6,3,8,15,11.0,4,239.0,7,17,246,126,146,52,30,24,35,6,137,32,47,78,249,449,t,0.38,2014,2025-12-02,34.1,Mixed,Food,Private,t,t,1,Free,1.25
1053162,Instagram,37,Female,United States,Rural,High,Full-time employed,High school,Single,t,2.1,6.5,Average,Yes,Rarely,20,8,25.0,116,61,8027,26.8,5,2,8,2.7,1,151.0,5,2,139,94,100,28,22,22,14,4,89,38,35,37,315,737,f,0.03,2010,2025-02-17,30.2,Live,Fitness,Private,f,t,5,Premium,1.07
226899,Instagram,32,Female,India,Suburban,Low,Full-time employed,Some college,Single,t,1.4,9.0,Good,No,Never,11,8,23.4,105,61,8028,41.3,3,7,8,0.4,2,30.0,1,3,62,44,37,8,10,18,8,2,14,4,7,11,3113,2395,f,0.78,2023,2025-05-12,30.0,Videos,Music,Private,t,t,2,Free,2.0
859663,Instagram,26,Female,United States,Urban,Lower-middle,Full-time employed,High school,In a relationship,f,6.4,4.8,Very poor,No,Rarely,15,10,30.9,115,91,8103,29.8,1,4,16,2.4,1,127.0,4,1,207,72,87,21,26,27,13,1,69,27,29,49,184,279,t,0.08,2011,2025-12-13,31.8,Photos,Other,Public,f,f,0,Business,1.03
515921,Instagram,22,Male,United Kingdom,Suburban,Low,Full-time employed,Some college,In a relationship,f,2.6,7.7,Very poor,No,Rarely,35,3,21.8,151,82,8025,34.0,4,5,8,3.4,2,388.0,12,15,300,150,214,54,40,62,34,6,165,45,88,93,1203,2385,f,0.31,2013,2025-05-22,32.3,Photos,Food,Public,t,f,4,Free,0.94
1255729,Instagram,43,Male,Brazil,Suburban,High,Student,Some college,Married,t,15.2,6.7,Excellent,Former,Daily,23,3,29.0,126,66,7952,31.6,0,2,9,4.2,3,280.0,17,4,201,129,180,46,31,53,27,2,129,68,30,82,395,579,f,0.56,2014,2025-02-20,16.5,Mixed,Tech,Public,f,f,3,Free,1.01
320310,Instagram,49,Male,United Kingdom,Suburban,Upper-middle,Student,Bachelor’s,Single,f,10.5,8.4,Good,No,Rarely,10,4,24.1,105,72,8026,52.2,2,1,5,3.7,3,100.0,3,3,100,54,80,17,26,19,9,1,59,30,22,40,620,281,f,0.93,2024,2025-02-01,33.3,Stories,Tech,Private,t,f,0,Free,1.22
413646,Instagram,21,Female,United States,Urban,High,Full-time employed,Some college,In a relationship,f,3.9,5.5,Good,No,Rarely,7,2,22.3,106,75,8210,53.1,1,1,11,3.1,2,136.0,6,6,224,104,97,23,25,28,10,6,72,23,23,43,364,504,f,0.8,2022,2025-05-08,22.7,Videos,Fashion,Private,t,t,2,Free,1.18
850734,Instagram,59,Male,Germany,Rural,Upper-middle,Student,High school,Single,f,2.9,6.9,Good,No,Rarely,14,3,21.2,129,84,7963,43.7,4,8,12,3.0,4,217.0,10,7,170,150,118,44,22,32,24,2,92,61,42,58,1167,2302,f,0.22,2012,2025-02-24,21.7,Mixed,Fashion,Friends only,t,f,0,Free,1.04
1439814,Instagram,64,Male,Other,Suburban,Middle,Student,High school,In a relationship,f,8.1,6.8,Average,Yes,Rarely,37,6,30.0,100,96,7940,53.6,0,2,8,3.2,3,239.0,9,3,177,128,143,31,39,43,29,4,111,53,57,56,658,935,f,0.48,2022,2025-01-08,26.6,Live,Travel,Private,f,f,0,Business,0.89
200491,Instagram,29,Male,Canada,Urban,Low,Student,High school,Single,f,11.3,6.9,Poor,No,Daily,0,8,21.7,126,71,8078,53.2,4,5,8,2.7,3,5.0,1,2,124,31,20,4,10,11,5,2,3,1,1,2,2925,7245,f,0.22,2010,2025-07-10,5.0,Stories,Travel,Public,t,f,1,Free,5.67
526606,Instagram,41,Male,India,Suburban,Middle,Full-time employed,High school,Divorced,f,8.8,7.5,Poor,No,Weekly,30,2,30.6,122,65,8092,39.9,2,6,11,5.4,5,314.0,11,9,236,150,195,63,36,41,22,8,166,75,65,98,2968,1978,f,0.88,2018,2025-05-21,28.5,Videos,Fashion,Public,t,t,5,Free,1.1
248727,Instagram,38,Male,Brazil,Urban,Lower-middle,Freelancer,Bachelor’s,Divorced,t,11.7,8.0,Very poor,No,Never,10,5,19.6,118,98,7946,35.5,5,3,16,1.6,3,115.0,6,1,109,72,76,26,24,27,17,3,57,12,23,42,1329,2314,f,0.52,2015,2025-02-12,19.2,Stories,Tech,Private,t,f,3,Free,1.13
401130,Instagram,19,Male,Australia,Rural,Low,Freelancer,Some college,In a relationship,f,3.4,6.5,Poor,Yes,Rarely,35,7,26.6,145,92,8265,33.6,3,6,9,3.8,1,251.0,8,17,279,131,160,33,33,35,33,10,151,26,40,77,1944,2583,f,0.09,2012,2025-01-27,31.4,Photos,Other,Public,t,f,2,Premium,1.1
721087,Instagram,15,Female,Australia,Suburban,Upper-middle,Part-time,Bachelor’s,Divorced,f,4.6,5.8,Poor,No,Several times a week,33,1,23.4,149,71,7909,55.7,4,4,8,1.9,4,411.0,15,13,300,150,223,52,47,57,40,5,236,43,55,147,4443,8671,f,0.98,2014,2025-11-05,27.4,Videos,Music,Private,t,t,2,Free,0.89
1430656,Instagram,65,Female,United Kingdom,Urban,Middle,Unemployed,PhD,In a relationship,t,9.8,6.6,Average,No,Never,5,7,32.2,148,61,8209,37.9,3,11,19,5.6,0,5.0,1,4,42,40,26,9,12,9,12,0,2,1,1,1,590,1354,f,0.39,2019,2025-08-15,5.0,Stories,Other,Friends only,f,f,0,Free,9.33
744176,Instagram,40,Male,United Kingdom,Suburban,Upper-middle,Student,Bachelor’s,In a relationship,f,4.4,5.6,Average,No,Never,27,9,15.1,106,72,7976,32.5,1,1,14,7.0,3,214.0,21,5,184,106,119,50,33,37,25,8,114,25,23,51,6095,4815,f,0.68,2015,2025-01-21,10.2,Photos,Food,Private,t,t,1,Free,1.09
435736,Instagram,62,Female,United Kingdom,Suburban,Upper-middle,Full-time employed,Some college,Married,f,8.3,7.6,Average,No,Never,33,8,20.1,155,99,8003,68.2,0,7,9,3.7,2,192.0,15,1,161,111,117,36,24,26,12,9,103,35,29,60,1027,1207,f,0.36,2019,2025-12-15,12.8,Stories,Art,Private,f,f,2,Free,0.99
409543,Instagram,34,Female,South Korea,Rural,Lower-middle,Student,Bachelor’s,Single,f,4.5,7.8,Poor,No,Rarely,30,2,24.2,120,99,8055,43.1,3,4,13,6.2,1,337.0,14,11,223,150,217,69,52,43,37,8,186,41,77,118,2846,1925,f,0.91,2016,2025-07-24,24.1,Photos,Music,Private,t,f,0,Free,1.15
438025,Instagram,50,Male,South Korea,Urban,Middle,Unemployed,PhD,Married,f,7.9,7.5,Good,No,Weekly,17,4,21.7,146,92,8040,24.5,6,5,10,0.8,2,165.0,15,3,116,87,108,24,21,28,20,2,87,22,40,65,126,251,f,0.72,2021,2025-09-30,11.0,Stories,Music,Public,t,f,3,Free,0.99
78429,Instagram,59,Female,Japan,Urban,Lower-middle,Student,Bachelor’s,In a relationship,f,4.0,9.3,Excellent,Yes,Weekly,8,7,22.4,136,75,8009,45.1,5,2,8,0.4,2,5.0,1,7,29,28,22,5,8,7,2,0,3,1,1,2,2032,4942,t,0.93,2011,2025-04-17,5.0,Live,Food,Private,t,f,1,Free,8.83
882676,Instagram,22,Male,United States,Rural,Lower-middle,Part-time,High school,Widowed,t,7.9,5.8,Good,No,Weekly,20,9,26.1,155,87,8097,47.0,3,2,6,2.8,2,166.0,5,7,216,127,113,40,21,29,22,2,98,22,17,64,576,243,f,0.14,2019,2025-04-17,33.2,Reels,Food,Friends only,f,f,2,Free,1.28
943252,Instagram,47,Female,Brazil,Suburban,Lower-middle,Full-time employed,Bachelor’s,Single,f,5.0,7.8,Average,No,Rarely,36,2,24.4,106,91,8093,24.7,2,3,7,4.5,1,417.0,13,4,300,150,233,72,44,53,36,10,245,86,80,111,402,813,t,0.47,2025,2025-12-05,32.1,Stories,Tech,Public,t,f,4,Free,0.93
918847,Instagram,42,Male,United States,Urban,Upper-middle,Student,High school,In a relationship,f,16.6,5.5,Poor,No,Never,17,3,25.2,105,92,7904,41.3,4,6,16,2.0,3,230.0,8,10,165,131,137,44,38,42,21,4,101,57,26,47,1475,3031,f,0.06,2016,2025-04-28,28.8,Photos,Fitness,Public,f,f,2,Premium,1.1
127831,Instagram,19,Female,United States,Urban,Middle,Unemployed,Some college,Single,f,2.5,7.6,Excellent,No,Never,15,8,22.6,157,71,8037,31.3,5,2,7,6.6,2,114.0,7,4,182,71,80,23,23,25,15,0,50,16,20,24,792,1332,f,0.19,2019,2025-06-14,16.3,Mixed,Travel,Private,t,f,1,Premium,1.2
1233874,Instagram,50,Male,United States,Rural,Low,Full-time employed,Bachelor’s,In a relationship,t,13.4,7.8,Good,No,Several times a week,6,4,20.9,100,83,8005,37.3,5,3,17,5.7,2,77.0,2,2,83,59,61,12,18,13,8,3,36,12,16,23,755,659,f,0.23,2023,2025-10-14,38.5,Photos,Art,Public,t,f,2,Free,1.17
568349,Instagram,31,Male,India,Rural,High,Part-time,Master’s,Married,f,10.9,6.4,Good,Yes,Daily,13,10,26.5,145,81,7897,36.3,4,2,15,7.0,4,79.0,6,3,82,78,53,10,13,23,11,1,33,13,16,18,2867,4058,f,0.81,2014,2025-07-16,13.2,Reels,Art,Private,t,f,3,Free,1.02
676071,Instagram,16,Female,Canada,Rural,Middle,Student,High school,Married,f,7.6,6.9,Excellent,Yes,Never,26,10,28.1,95,96,7949,28.0,8,2,12,5.5,1,174.0,11,7,216,93,111,31,28,29,13,4,89,43,22,49,3131,3773,f,0.11,2011,2025-07-23,15.8,Photos,Food,Public,t,f,4,Free,1.11
319962,Instagram,30,Female,Other,Urban,Middle,Student,Some college,In a relationship,f,2.8,8.0,Good,No,Weekly,17,8,25.9,90,65,7891,39.9,1,0,7,2.9,3,118.0,4,4,108,80,93,20,25,26,11,4,71,32,18,29,771,344,f,0.41,2013,2025-12-04,29.5,Reels,Music,Public,t,t,1,Free,1.22
1457970,Instagram,36,Male,Other,Suburban,Low,Full-time employed,Some college,Single,f,3.5,7.1,Average,No,Never,38,10,29.6,157,86,7871,44.6,2,5,10,1.9,1,304.0,13,5,209,150,190,63,37,36,43,7,168,63,34,107,904,1568,f,0.33,2013,2025-11-24,23.4,Photos,Other,Public,t,t,3,Free,1.09
518492,Instagram,41,Male,United States,Suburban,Low,Retired,High school,In a relationship,f,12.7,9.0,Poor,No,Never,39,3,16.7,121,61,8173,37.2,4,3,12,2.1,2,419.0,19,10,292,150,236,75,46,43,50,11,229,74,77,85,609,1088,t,0.13,2013,2025-09-22,22.1,Videos,Fitness,Public,f,t,1,Business,0.99
5517,Instagram,62,Female,United States,Suburban,Upper-middle,Full-time employed,Bachelor’s,Single,f,2.2,6.7,Good,No,Rarely,12,8,30.4,149,84,7976,47.2,2,6,8,5.6,1,47.0,4,3,64,65,49,6,22,15,10,4,22,10,5,15,178,98,t,0.14,2023,2025-07-02,11.8,Live,Food,Private,t,t,3,Free,1.46
1095506,Instagram,20,Male,Canada,Urban,Low,Full-time employed,Bachelor’s,Divorced,f,5.0,8.6,Very poor,No,Weekly,19,5,26.7,121,68,7907,34.8,4,4,13,1.3,5,218.0,17,7,225,92,147,38,37,33,19,4,100,24,44,52,1886,1929,f,0.17,2013,2025-11-30,12.8,Videos,Fashion,Friends only,t,f,2,Free,1.11
1417994,Instagram,16,Female,United Kingdom,Urban,Middle,Full-time employed,Bachelor’s,Single,f,17.9,5.6,Good,Yes,Rarely,35,2,30.2,154,91,8034,49.1,3,2,12,3.8,8,450.0,46,11,300,150,249,80,43,79,37,10,216,112,77,140,1052,571,f,0.6,2013,2025-05-27,9.8,Videos,Music,Friends only,t,t,3,Free,0.98
170525,Instagram,22,Female,United States,Urban,Lower-middle,Unemployed,Other,Single,f,9.1,7.2,Poor,No,Never,19,3,25.3,151,80,8026,41.7,3,3,14,0.9,1,205.0,25,14,259,117,132,34,26,34,22,6,84,33,36,51,2084,4420,f,0.11,2019,2025-10-26,8.2,Reels,Fashion,Private,t,t,0,Free,1.17
997073,Instagram,19,Male,India,Urban,Middle,Full-time employed,Bachelor’s,In a relationship,f,3.1,8.2,Very poor,No,Daily,31,10,20.1,144,96,8187,63.2,1,4,10,7.0,2,236.0,8,12,246,125,148,33,29,36,23,2,119,31,47,91,3893,9450,f,0.08,2017,2025-12-31,29.5,Reels,Tech,Private,t,f,1,Premium,1.05
229186,Instagram,39,Female,United States,Suburban,Upper-middle,Freelancer,Bachelor’s,In a relationship,t,1.8,7.1,Average,No,Never,16,9,23.5,123,64,8048,43.4,3,5,11,2.4,4,125.0,15,2,106,81,84,27,18,25,12,0,56,29,26,48,1073,1917,f,0.26,2011,2025-04-01,8.3,Videos,Music,Private,t,f,0,Free,1.14
1466207,Instagram,28,Male,India,Urban,Upper-middle,Part-time,Bachelor’s,Married,f,5.8,8.2,Poor,Yes,Never,32,2,30.5,150,87,7902,28.7,7,3,11,1.7,1,287.0,11,8,300,150,148,46,48,45,23,7,162,50,54,100,944,613,f,0.31,2011,2025-01-07,26.1,Reels,Music,Private,f,f,0,Free,0.92
492725,Instagram,52,Female,Other,Urban,Lower-middle,Full-time employed,PhD,Single,t,14.1,5.1,Average,No,Rarely,34,9,25.8,96,63,8167,50.8,1,6,13,5.1,0,249.0,12,3,153,121,172,50,40,39,28,7,141,33,25,72,1019,623,f,0.63,2018,2025-09-05,20.8,Reels,Fashion,Private,t,t,2,Free,1.12
